ExonGC,MotifGC,Spacing,Correlation
55.0,25.0,200,0.560144480022
65.0,25.0,200,0.703462914376
35.0,50.0,10,0.758343290516
45.0,50.0,10,0.706179407433
55.0,50.0,10,0.787199586234
65.0,50.0,10,0.697082160985
35.0,50.0,50,0.59159540578
45.0,50.0,50,0.480324136843
55.0,50.0,50,0.528291192788
65.0,50.0,50,0.389712981546
35.0,50.0,100,0.52335649032
45.0,50.0,100,0.607609555835
55.0,50.0,100,0.510084970911
65.0,50.0,100,0.662963757848
35.0,50.0,200,0.574187820636
45.0,50.0,200,0.534655704717
55.0,50.0,200,0.41793406495
65.0,50.0,200,0.259112337934
35.0,50.0,10,0.38105881365
45.0,50.0,10,0.382277985815
55.0,50.0,10,0.321878016948
65.0,50.0,10,0.139485103308
35.0,50.0,50,0.317855424998
45.0,50.0,50,0.209561314456
55.0,50.0,50,0.177607044794
65.0,50.0,50,0.325483904909
35.0,50.0,100,0.284353417672
45.0,50.0,100,0.232829307428
55.0,50.0,100,0.215023990232
65.0,50.0,100,0.270108074818
35.0,50.0,200,0.322301585234
45.0,50.0,200,0.224042802094
55.0,50.0,200,0.175253569908
65.0,50.0,200,0.0644239134929
35.0,0.0,10,0.768729183732
45.0,0.0,10,0.813384726772
55.0,0.0,10,0.731238494733
35.0,0.0,50,0.49216553027
45.0,0.0,50,0.440304466639
55.0,0.0,50,0.53794411959
35.0,0.0,100,0.50700318035
45.0,0.0,100,0.504305461577
55.0,0.0,100,0.527595210192
35.0,0.0,200,0.511292248566
45.0,0.0,200,0.467946185856
55.0,0.0,200,0.393264575162
35.0,0.0,10,0.631685630171
45.0,0.0,10,0.647823750096
55.0,0.0,10,0.662890094375
35.0,0.0,50,0.420851019078
45.0,0.0,50,0.416082867336
55.0,0.0,50,0.32288030072
35.0,0.0,100,0.389620185485
45.0,0.0,100,0.448313955609
55.0,0.0,100,0.40713862252
35.0,0.0,200,0.417065808818
45.0,0.0,200,0.346835940294
55.0,0.0,200,0.291734922313
35.0,25.0,10,0.849366648569
45.0,25.0,10,0.852501342521
55.0,25.0,10,0.817057802245
65.0,25.0,10,0.786476868327
35.0,25.0,50,0.676379362124
45.0,25.0,50,0.663978270726
55.0,25.0,50,0.570549173706
35.0,25.0,100,0.586718486026
45.0,25.0,100,0.537879207048
55.0,25.0,100,0.442293402342
65.0,25.0,100,0.6
35.0,25.0,200,0.354831861723
45.0,25.0,200,0.510535794613
55.0,25.0,200,0.540647457172
35.0,25.0,10,0.790137195499
45.0,25.0,10,0.798957177695
55.0,25.0,10,0.74828655365
35.0,25.0,50,0.524200420717
45.0,25.0,50,0.492362452281
55.0,25.0,50,0.458502150873
65.0,25.0,50,0.382492540663
35.0,25.0,100,0.519949586194
45.0,25.0,100,0.591874654645
55.0,25.0,100,0.461192990788
65.0,25.0,100,0.25460601845
35.0,25.0,200,0.598547232248
45.0,25.0,200,0.460905421722
55.0,25.0,200,0.498084887903
65.0,25.0,200,0.661585365854
35.0,0.0,10,0.747044342432
45.0,0.0,10,0.816634290863
55.0,0.0,10,0.742326534074
35.0,0.0,50,0.516076054736
45.0,0.0,50,0.518001120838
55.0,0.0,50,0.501306059363
35.0,0.0,100,0.503876367348
45.0,0.0,100,0.444240566084
55.0,0.0,100,0.506159859119
35.0,0.0,200,0.42541865194
45.0,0.0,200,0.480011874738
55.0,0.0,200,0.550393862913
35.0,0.0,10,0.783465418423
45.0,0.0,10,0.789559569662
55.0,0.0,10,0.762741427034
65.0,0.0,10,0.843613413448
35.0,0.0,50,0.467970448688
45.0,0.0,50,0.480469980027
55.0,0.0,50,0.417541362699
65.0,0.0,50,0.425
35.0,0.0,100,0.512580271968
45.0,0.0,100,0.506154735281
55.0,0.0,100,0.474645447745
65.0,0.0,100,0.756382969632
35.0,0.0,200,0.485720085728
45.0,0.0,200,0.484738256551
55.0,0.0,200,0.378059655303
35.0,25.0,10,0.798954719967
45.0,25.0,10,0.782463108475
55.0,25.0,10,0.800320454628
65.0,25.0,10,0.680184713494
35.0,25.0,50,0.544979622603
45.0,25.0,50,0.547477619455
55.0,25.0,50,0.497316791843
65.0,25.0,50,0.592627360437
35.0,25.0,100,0.493662050921
45.0,25.0,100,0.502705079768
55.0,25.0,100,0.512129179697
65.0,25.0,100,0.304443614511
35.0,25.0,200,0.518245573023
45.0,25.0,200,0.530289263521
55.0,25.0,200,0.484904621552
65.0,25.0,200,0.278358058548
35.0,25.0,10,0.850341604148
45.0,25.0,10,0.820711072716
55.0,25.0,10,0.808117640345
65.0,25.0,10,0.641525755985
35.0,25.0,50,0.530585864189
45.0,25.0,50,0.582970557361
55.0,25.0,50,0.547522682261
65.0,25.0,50,0.446208196447
35.0,25.0,100,0.459343123058
45.0,25.0,100,0.562367674077
55.0,25.0,100,0.586170642999
65.0,25.0,100,0.50104981854
35.0,25.0,200,0.41631002574
45.0,25.0,200,0.573256188803
55.0,25.0,200,0.510798938721
65.0,25.0,200,0.307255246532
35.0,25.0,10,0.709424223596
45.0,25.0,10,0.788058280969
55.0,25.0,10,0.628789493394
65.0,25.0,10,0.618181076626
35.0,25.0,50,0.525115179736
45.0,25.0,50,0.489367473778
55.0,25.0,50,0.562619038768
65.0,25.0,50,0.60421025515
35.0,25.0,100,0.425970771642
45.0,25.0,100,0.557582886531
55.0,25.0,100,0.490432975959
65.0,25.0,100,0.422970050117
35.0,25.0,200,0.580519031288
45.0,25.0,200,0.583847461073
55.0,25.0,200,0.534177673506
65.0,25.0,200,0.142378355927
35.0,25.0,10,0.833595498698
45.0,25.0,10,0.807026147683
55.0,25.0,10,0.788075023504
65.0,25.0,10,0.649018222767
35.0,25.0,50,0.541248285263
45.0,25.0,50,0.616032513551
55.0,25.0,50,0.521103276505
65.0,25.0,50,0.49928697199
35.0,25.0,100,0.531630139934
45.0,25.0,100,0.502081271432
55.0,25.0,100,0.51325880431
65.0,25.0,100,0.464325954428
35.0,25.0,200,0.373519394584
45.0,25.0,200,0.51165172179
55.0,25.0,200,0.491593007997
65.0,25.0,200,0.589591131993
35.0,50.0,10,0.835989316089
45.0,50.0,10,0.809903068452
55.0,50.0,10,0.818304824872
65.0,50.0,10,0.86693382206
35.0,50.0,50,0.594273233677
45.0,50.0,50,0.603130315895
55.0,50.0,50,0.582227458007
65.0,50.0,50,0.400319693107
35.0,50.0,100,0.594505863017
45.0,50.0,100,0.545524796783
55.0,50.0,100,0.558645708407
65.0,50.0,100,0.583546471971
35.0,50.0,200,0.804021563741
45.0,50.0,200,0.581633743434
55.0,50.0,200,0.583224383626
65.0,50.0,200,0.62278157913
35.0,50.0,10,0.83478449539
45.0,50.0,10,0.84975961866
55.0,50.0,10,0.814854160012
65.0,50.0,10,0.864595407472
35.0,50.0,50,0.541432046917
45.0,50.0,50,0.557087205194
55.0,50.0,50,0.584163887728
65.0,50.0,50,0.658964008801
35.0,50.0,100,0.669077707139
45.0,50.0,100,0.550136073978
55.0,50.0,100,0.511489353132
65.0,50.0,100,0.70552047522
35.0,50.0,200,0.479776979891
45.0,50.0,200,0.532139134577
55.0,50.0,200,0.544410289534
65.0,50.0,200,0.632481774967
35.0,25.0,10,0.721634238212
45.0,25.0,10,0.778731502497
55.0,25.0,10,0.751354202974
65.0,25.0,10,0.769651777393
35.0,25.0,50,0.478207602335
45.0,25.0,50,0.482584177883
55.0,25.0,50,0.530018377295
65.0,25.0,50,0.454957528993
35.0,25.0,100,0.419300375188
45.0,25.0,100,0.510461224382
55.0,25.0,100,0.540779882662
65.0,25.0,100,0.576520102408
35.0,25.0,200,0.451855460612
45.0,25.0,200,0.512501265995
55.0,25.0,200,0.569901822092
65.0,25.0,200,0.802644416724
35.0,25.0,10,0.826328534345
45.0,25.0,10,0.786163097546
55.0,25.0,10,0.767935303001
65.0,25.0,10,0.384499929462
35.0,25.0,50,0.536032894843
45.0,25.0,50,0.552949107814
55.0,25.0,50,0.544755035116
65.0,25.0,50,0.691904635737
35.0,25.0,100,0.585319935067
45.0,25.0,100,0.568189194811
55.0,25.0,100,0.531573481743
65.0,25.0,100,0.646820600639
35.0,25.0,200,0.598832981138
45.0,25.0,200,0.551257015953
55.0,25.0,200,0.507118558329
65.0,25.0,200,0.337484571408
35.0,50.0,10,0.68114749376
45.0,50.0,10,0.865777586459
55.0,50.0,10,0.749002115013
65.0,50.0,10,0.733178286341
35.0,50.0,50,0.563671916574
45.0,50.0,50,0.542332181365
55.0,50.0,50,0.543265491954
65.0,50.0,50,0.500963082335
35.0,50.0,100,0.519159798889
45.0,50.0,100,0.56898453884
55.0,50.0,100,0.494952075415
65.0,50.0,100,0.703730217104
35.0,50.0,200,0.29875791108
45.0,50.0,200,0.52201446528
55.0,50.0,200,0.494999343718
65.0,50.0,200,0.397112701053
35.0,50.0,10,0.766453443286
45.0,50.0,10,0.777809487401
55.0,50.0,10,0.79580910357
65.0,50.0,10,0.766891078226
35.0,50.0,50,0.304468062231
45.0,50.0,50,0.586011193508
55.0,50.0,50,0.580618725118
65.0,50.0,50,0.514068918889
35.0,50.0,100,0.572385709694
45.0,50.0,100,0.560311445274
55.0,50.0,100,0.541461329364
65.0,50.0,100,0.545382671765
35.0,50.0,200,0.522062139404
45.0,50.0,200,0.563002854072
55.0,50.0,200,0.516096780868
65.0,50.0,200,0.568533395019
35.0,25.0,10,0.754728529782
45.0,25.0,10,0.732924091234
55.0,25.0,10,0.732009132871
65.0,25.0,10,0.583180304413
35.0,25.0,50,0.557093584586
45.0,25.0,50,0.494075840428
55.0,25.0,50,0.561321659998
65.0,25.0,50,0.395892954935
35.0,25.0,100,0.516662307238
45.0,25.0,100,0.559112489025
55.0,25.0,100,0.57061329265
65.0,25.0,100,0.556714852413
35.0,25.0,200,0.570634661289
45.0,25.0,200,0.508051968504
55.0,25.0,200,0.580861864524
65.0,25.0,200,0.641565676566
35.0,25.0,10,0.819251634888
45.0,25.0,10,0.800172445927
55.0,25.0,10,0.792621997096
65.0,25.0,10,0.746353610124
35.0,25.0,50,0.641630397935
45.0,25.0,50,0.610401848488
55.0,25.0,50,0.578156016666
65.0,25.0,50,0.675081447214
35.0,25.0,100,0.486010501637
45.0,25.0,100,0.522678596494
55.0,25.0,100,0.587091845059
65.0,25.0,100,0.603154088057
35.0,25.0,200,0.374345111062
45.0,25.0,200,0.51884128559
55.0,25.0,200,0.528915398118
65.0,25.0,200,0.3311610856
35.0,50.0,10,0.671857727465
45.0,50.0,10,0.634475935171
55.0,50.0,10,0.750412702944
65.0,50.0,10,0.695542781946
35.0,50.0,50,0.866836726349
45.0,50.0,50,0.618637712202
55.0,50.0,50,0.512359718161
65.0,50.0,50,0.465629943792
35.0,50.0,100,0.515783820952
45.0,50.0,100,0.50245043923
55.0,50.0,100,0.582205903239
65.0,50.0,100,0.588909776338
35.0,50.0,200,0.426774128297
45.0,50.0,200,0.432629266881
55.0,50.0,200,0.523704130463
65.0,50.0,200,0.535480453969
35.0,50.0,10,0.694078489586
45.0,50.0,10,0.784559796582
55.0,50.0,10,0.757349420995
65.0,50.0,10,0.803901766643
35.0,50.0,50,0.823895091195
45.0,50.0,50,0.571514982783
55.0,50.0,50,0.59830072492
65.0,50.0,50,0.785403857014
35.0,50.0,100,0.74497435203
45.0,50.0,100,0.496627830376
55.0,50.0,100,0.557560211002
65.0,50.0,100,0.418007769069
35.0,50.0,200,0.543573449164
45.0,50.0,200,0.45154335385
55.0,50.0,200,0.502405260512
65.0,50.0,200,0.560653459265
35.0,25.0,10,0.805214504467
45.0,25.0,10,0.839056749581
55.0,25.0,10,0.775882662593
65.0,25.0,10,0.648606435373
35.0,25.0,50,0.618344128705
45.0,25.0,50,0.571696881602
55.0,25.0,50,0.571639221795
65.0,25.0,50,0.825691934339
35.0,25.0,100,0.553121864746
45.0,25.0,100,0.542010286385
55.0,25.0,100,0.557778385145
65.0,25.0,100,0.447975817158
35.0,25.0,200,0.539415473467
45.0,25.0,200,0.535550219426
55.0,25.0,200,0.593504537272
65.0,25.0,200,0.633818533684
35.0,25.0,10,0.847763119164
45.0,25.0,10,0.797019834093
55.0,25.0,10,0.812091180698
65.0,25.0,10,0.592017828041
35.0,25.0,50,0.605213741262
45.0,25.0,50,0.55969151597
55.0,25.0,50,0.610702018716
65.0,25.0,50,0.294489626755
35.0,25.0,100,0.566630409106
45.0,25.0,100,0.545874317993
55.0,25.0,100,0.550927842084
65.0,25.0,100,0.295808806652
35.0,25.0,200,0.523868760045
45.0,25.0,200,0.561831973177
55.0,25.0,200,0.556806517597
65.0,25.0,200,0.482937346844
35.0,50.0,10,0.830942892015
45.0,50.0,10,0.842932929746
55.0,50.0,10,0.85416540278
65.0,50.0,10,0.894812539092
35.0,50.0,50,0.516995771402
45.0,50.0,50,0.525212406125
55.0,50.0,50,0.611898506474
65.0,50.0,50,0.505469558802
35.0,50.0,100,0.360057393855
45.0,50.0,100,0.519226577788
55.0,50.0,100,0.559852237903
65.0,50.0,100,0.690354823263
35.0,50.0,200,0.443358215792
45.0,50.0,200,0.530346844642
55.0,50.0,200,0.431164080862
65.0,50.0,200,0.476983103793
35.0,50.0,10,0.842704659018
45.0,50.0,10,0.819247298809
55.0,50.0,10,0.809288021037
65.0,50.0,10,0.644995752666
35.0,50.0,50,0.244948641049
45.0,50.0,50,0.651961341364
55.0,50.0,50,0.591450919753
65.0,50.0,50,0.532620718249
35.0,50.0,100,0.656064102342
45.0,50.0,100,0.57959992516
55.0,50.0,100,0.64503281796
65.0,50.0,100,0.616050390866
35.0,50.0,200,0.622178906074
45.0,50.0,200,0.621569347046
55.0,50.0,200,0.584950575032
65.0,50.0,200,0.53393944222
35.0,50.0,10,0.656496791911
45.0,50.0,10,0.771753752553
55.0,50.0,10,0.668404139979
65.0,50.0,10,0.734946061935
35.0,50.0,50,0.368188092055
45.0,50.0,50,0.494651350104
55.0,50.0,50,0.552319601207
65.0,50.0,50,0.523307239841
35.0,50.0,100,0.611393388637
45.0,50.0,100,0.595500470981
55.0,50.0,100,0.554217300027
65.0,50.0,100,0.474711010964
35.0,50.0,200,0.213788125459
45.0,50.0,200,0.523136447044
55.0,50.0,200,0.491988730691
65.0,50.0,200,0.451010853795
35.0,50.0,10,0.87390903026
45.0,50.0,10,0.751732264745
55.0,50.0,10,0.789106032761
65.0,50.0,10,0.763528610031
35.0,50.0,50,0.567035664228
45.0,50.0,50,0.590575303645
55.0,50.0,50,0.536360807014
65.0,50.0,50,0.414402336337
35.0,50.0,100,0.808245199692
45.0,50.0,100,0.564057216182
55.0,50.0,100,0.569373952001
65.0,50.0,100,0.627726985592
35.0,50.0,200,0.833338545132
45.0,50.0,200,0.548363822439
55.0,50.0,200,0.535466390744
65.0,50.0,200,0.445495858362
35.0,75.0,10,0.362871519696
45.0,75.0,10,0.303198689319
55.0,75.0,10,0.173779486446
65.0,75.0,10,0.231195638716
35.0,75.0,50,0.0939048609881
45.0,75.0,50,0.124270663751
55.0,75.0,50,0.0610391809448
65.0,75.0,50,0.150266003217
35.0,75.0,100,0.121633982955
45.0,75.0,100,0.105917951797
55.0,75.0,100,0.0707508863416
65.0,75.0,100,0.146367317345
35.0,75.0,200,0.0156026283281
45.0,75.0,200,0.125709834514
55.0,75.0,200,0.138821417008
65.0,75.0,200,0.301654696543
35.0,75.0,10,0.905073166858
45.0,75.0,10,0.812831242219
55.0,75.0,10,0.754941395467
65.0,75.0,10,0.636122635098
35.0,75.0,50,0.669321541192
45.0,75.0,50,0.530881824687
55.0,75.0,50,0.490707137355
65.0,75.0,50,0.534748212171
35.0,75.0,100,0.464896472635
45.0,75.0,100,0.529567417956
55.0,75.0,100,0.549408489175
65.0,75.0,100,0.463107407856
35.0,75.0,200,0.608479484122
45.0,75.0,200,0.524754931911
55.0,75.0,200,0.495885490689
65.0,75.0,200,0.312153532738
35.0,50.0,10,0.740974649151
45.0,50.0,10,0.656563933705
55.0,50.0,10,0.630010657903
65.0,50.0,10,0.571483235404
35.0,50.0,50,0.539148544553
45.0,50.0,50,0.460879750915
55.0,50.0,50,0.446456767742
65.0,50.0,50,0.430233492332
35.0,50.0,100,0.456996490565
45.0,50.0,100,0.489086424816
55.0,50.0,100,0.454683380536
65.0,50.0,100,0.36612829058
35.0,50.0,200,0.579914572239
45.0,50.0,200,0.475071132281
55.0,50.0,200,0.434088330966
65.0,50.0,200,0.39552387895
35.0,50.0,10,0.926152261951
45.0,50.0,10,0.816529754808
55.0,50.0,10,0.83446181949
65.0,50.0,10,0.884632339667
35.0,50.0,50,0.593492535028
45.0,50.0,50,0.627274577857
55.0,50.0,50,0.571153076523
65.0,50.0,50,0.571631245745
35.0,50.0,100,0.503574701174
45.0,50.0,100,0.608911255115
55.0,50.0,100,0.618378109665
65.0,50.0,100,0.535567772617
35.0,50.0,200,0.383956020009
45.0,50.0,200,0.545516364354
55.0,50.0,200,0.577652099942
65.0,50.0,200,0.594140668129
35.0,75.0,10,0.675326568982
45.0,75.0,10,0.77285894505
55.0,75.0,10,0.7920714227
65.0,75.0,10,0.764947276743
35.0,75.0,50,0.486570105413
45.0,75.0,50,0.537803584951
55.0,75.0,50,0.542665250958
65.0,75.0,50,0.459555971034
35.0,75.0,100,0.271635293493
45.0,75.0,100,0.501153080668
55.0,75.0,100,0.528995811571
65.0,75.0,100,0.486137291514
35.0,75.0,200,0.361921325494
45.0,75.0,200,0.451701544614
55.0,75.0,200,0.533632070429
65.0,75.0,200,0.287559425047
35.0,75.0,10,0.647896941156
45.0,75.0,10,0.733531498136
55.0,75.0,10,0.681719975463
65.0,75.0,10,0.630834199861
35.0,75.0,50,0.407017292823
45.0,75.0,50,0.544427662771
55.0,75.0,50,0.466164788847
65.0,75.0,50,0.38432250465
35.0,75.0,100,0.545817562205
45.0,75.0,100,0.518061889037
55.0,75.0,100,0.481114096485
65.0,75.0,100,0.34302717409
35.0,75.0,200,0.649964515744
45.0,75.0,200,0.575154599659
55.0,75.0,200,0.49736143178
65.0,75.0,200,0.386006695097
35.0,25.0,10,0.701197179473
45.0,25.0,10,0.687620158591
55.0,25.0,10,0.643169649182
65.0,25.0,10,0.855776523286
35.0,25.0,50,0.523633473454
45.0,25.0,50,0.434988182224
55.0,25.0,50,0.470277100708
65.0,25.0,50,0.580114168788
35.0,25.0,100,0.446934560523
45.0,25.0,100,0.481754834093
55.0,25.0,100,0.476312164252
65.0,25.0,100,0.530136889984
35.0,25.0,200,0.4251618728
45.0,25.0,200,0.439139327665
55.0,25.0,200,0.437894815637
65.0,25.0,200,0.392328822387
35.0,25.0,10,0.8402717538
45.0,25.0,10,0.809821044961
55.0,25.0,10,0.8389826138
65.0,25.0,10,0.902421164384
35.0,25.0,50,0.562258629571
45.0,25.0,50,0.5309732276
55.0,25.0,50,0.570836939821
65.0,25.0,50,0.347427779836
35.0,25.0,100,0.611079010887
45.0,25.0,100,0.518558879493
55.0,25.0,100,0.534352949828
65.0,25.0,100,0.562046152557
35.0,25.0,200,0.464938928841
45.0,25.0,200,0.550970356919
55.0,25.0,200,0.522802637304
65.0,25.0,200,0.473733001431
35.0,50.0,10,0.865895387875
45.0,50.0,10,0.860652319221
55.0,50.0,10,0.843844694767
65.0,50.0,10,0.831751409546
35.0,50.0,50,0.696355341024
45.0,50.0,50,0.533225628881
55.0,50.0,50,0.543303037435
65.0,50.0,50,0.346475919915
35.0,50.0,100,0.579583053118
45.0,50.0,100,0.539410306825
55.0,50.0,100,0.576685733943
65.0,50.0,100,0.377918235286
35.0,50.0,200,0.752361516086
45.0,50.0,200,0.53027197143
55.0,50.0,200,0.573632666634
65.0,50.0,200,0.295208429882
35.0,50.0,10,0.530682147328
45.0,50.0,10,0.536807466286
55.0,50.0,10,0.627072666028
65.0,50.0,10,0.85943388289
35.0,50.0,50,0.310734233864
45.0,50.0,50,0.427199033817
55.0,50.0,50,0.453783415698
65.0,50.0,50,0.404029557427
35.0,50.0,100,0.484866517686
45.0,50.0,100,0.481420611042
55.0,50.0,100,0.526541333449
65.0,50.0,100,0.487213679904
35.0,50.0,200,0.364936099103
45.0,50.0,200,0.454545534283
55.0,50.0,200,0.430038603823
65.0,50.0,200,0.566478856184
35.0,25.0,10,0.854451870566
45.0,25.0,10,0.821096014663
55.0,25.0,10,0.714708456172
65.0,25.0,10,0.751291717513
35.0,25.0,50,0.475263567241
45.0,25.0,50,0.491270730614
55.0,25.0,50,0.592821443742
35.0,25.0,100,0.528596370423
45.0,25.0,100,0.493227295085
55.0,25.0,100,0.548484971934
65.0,25.0,100,0.567582047521
35.0,25.0,200,0.466327562165
45.0,25.0,200,0.577623616079
