ExonGC,MotifGC,Spacing,Correlation
35.0,25.0,200,0.116338762769
45.0,25.0,200,0.170635281825
55.0,25.0,200,0.18829512987
65.0,25.0,200,0.331066398675
35.0,50.0,10,0.196840591927
45.0,50.0,10,0.178187855832
55.0,50.0,10,0.26387512137
65.0,50.0,10,0.239592143436
35.0,50.0,50,0.00559387370245
45.0,50.0,50,0.112421759518
55.0,50.0,50,0.165956989476
65.0,50.0,50,0.247067178191
35.0,50.0,100,0.124018028121
45.0,50.0,100,0.0710702130726
55.0,50.0,100,0.147477788285
65.0,50.0,100,0.191257069747
35.0,50.0,200,0.20126417291
45.0,50.0,200,0.108107265276
55.0,50.0,200,0.129715379043
65.0,50.0,200,0.137109961517
35.0,50.0,10,0.194103939785
45.0,50.0,10,0.285786508688
55.0,50.0,10,0.212784356029
65.0,50.0,10,0.295135226091
35.0,50.0,50,0.159221726279
45.0,50.0,50,0.16495446501
55.0,50.0,50,0.168455821241
65.0,50.0,50,0.0810880719172
35.0,50.0,100,0.176169205617
45.0,50.0,100,0.118522916645
55.0,50.0,100,0.143402399411
65.0,50.0,100,0.0939387726794
35.0,50.0,200,0.0342369185495
45.0,50.0,200,0.164140209381
55.0,50.0,200,0.132215244419
65.0,50.0,200,0.137619578983
35.0,25.0,10,0.306334966866
45.0,25.0,10,0.294629313947
55.0,25.0,10,0.272095905508
65.0,25.0,10,0.401274235338
35.0,25.0,50,0.183701287304
45.0,25.0,50,0.171190925101
55.0,25.0,50,0.20976702962
65.0,25.0,50,0.266387145382
35.0,25.0,100,0.265584523931
45.0,25.0,100,0.186466169625
55.0,25.0,100,0.188922744993
65.0,25.0,100,0.220157380201
35.0,25.0,200,0.159462237403
45.0,25.0,200,0.18280346206
55.0,25.0,200,0.190641870319
65.0,25.0,200,0.0578825660417
35.0,25.0,10,0.875834128087
45.0,25.0,10,0.765962199657
55.0,25.0,10,0.778822276599
65.0,25.0,10,0.595674668583
35.0,25.0,50,0.580169508726
45.0,25.0,50,0.564841005178
55.0,25.0,50,0.580367104275
65.0,25.0,50,0.297420332576
35.0,25.0,100,0.483266998198
45.0,25.0,100,0.556452023118
55.0,25.0,100,0.569059560067
65.0,25.0,100,0.258373174773
35.0,25.0,200,0.473699085115
45.0,25.0,200,0.537415530958
55.0,25.0,200,0.593863920138
65.0,25.0,200,0.517996319834
35.0,50.0,10,0.278046969243
45.0,50.0,10,0.300455109629
55.0,50.0,10,0.313991807007
65.0,50.0,10,0.393459394405
35.0,50.0,50,0.14278463233
45.0,50.0,50,0.2115428268
55.0,50.0,50,0.179178569848
65.0,50.0,50,0.104780821941
35.0,50.0,100,0.148484528104
45.0,50.0,100,0.206484235025
55.0,50.0,100,0.169379718008
65.0,50.0,100,0.187859678905
35.0,50.0,200,0.00858592100622
45.0,50.0,200,0.181328701363
55.0,50.0,200,0.193278824941
65.0,50.0,200,0.334409175439
35.0,50.0,10,0.1603747724
45.0,50.0,10,0.128859160691
55.0,50.0,10,0.15202247956
65.0,50.0,10,0.141509730691
35.0,50.0,50,0.12416094629
45.0,50.0,50,0.0921535845256
55.0,50.0,50,0.0999176962557
65.0,50.0,50,-0.000629446913304
35.0,50.0,100,-0.0558868795107
45.0,50.0,100,0.0683631600743
55.0,50.0,100,0.14621506795
65.0,50.0,100,0.00188148212845
35.0,50.0,200,0.183469481921
45.0,50.0,200,0.0860031321705
55.0,50.0,200,0.0765632601324
65.0,50.0,200,-0.00518620129356
35.0,0.0,10,0.410612205312
45.0,0.0,10,0.42512485584
55.0,0.0,10,0.345566048094
65.0,0.0,10,0.292140372572
35.0,0.0,50,0.267763126665
45.0,0.0,50,0.160907772288
55.0,0.0,50,0.216457411652
35.0,0.0,100,0.24121351255
45.0,0.0,100,0.234652224937
55.0,0.0,100,0.251723499117
65.0,0.0,100,0.483804440895
35.0,0.0,200,0.194053425042
45.0,0.0,200,0.158425292369
55.0,0.0,200,0.142983370504
65.0,0.0,200,0.617038181225
35.0,0.0,10,0.444289684497
45.0,0.0,10,0.473445209157
55.0,0.0,10,0.414513750924
65.0,0.0,10,0.103554405198
35.0,0.0,50,0.239592992489
45.0,0.0,50,0.24218698019
55.0,0.0,50,0.197241384449
65.0,0.0,50,0.424093676867
35.0,0.0,100,0.19680629351
45.0,0.0,100,0.206363428247
55.0,0.0,100,0.171448186334
65.0,0.0,100,0.102914862879
35.0,0.0,200,0.266223836183
45.0,0.0,200,0.188749584767
55.0,0.0,200,0.234028850771
65.0,0.0,200,-0.092857735064
35.0,25.0,10,0.341772510244
45.0,25.0,10,0.413535046357
55.0,25.0,10,0.416695499651
65.0,25.0,10,0.478467950898
35.0,25.0,50,0.140676840554
45.0,25.0,50,0.331813489558
55.0,25.0,50,0.251277025694
65.0,25.0,50,0.117700697548
35.0,25.0,100,0.217701774805
45.0,25.0,100,0.150655690203
55.0,25.0,100,0.309705827402
65.0,25.0,100,-0.245515979786
35.0,25.0,200,0.20410927153
45.0,25.0,200,0.197136877253
55.0,25.0,200,0.266236711946
65.0,25.0,200,0.0383100001757
35.0,25.0,10,0.369941853346
45.0,25.0,10,0.42310058561
55.0,25.0,10,0.356080754695
65.0,25.0,10,0.263248153253
35.0,25.0,50,0.19417785125
45.0,25.0,50,0.285245594269
55.0,25.0,50,0.18516003793
65.0,25.0,50,0.334700091043
35.0,25.0,100,0.271521683834
45.0,25.0,100,0.255165471772
55.0,25.0,100,0.169716194785
65.0,25.0,100,0.525496007776
35.0,25.0,200,0.346129012686
45.0,25.0,200,0.217089384874
55.0,25.0,200,0.193892336853
65.0,25.0,200,0.359673921997
35.0,0.0,10,0.373910154804
45.0,0.0,10,0.442889642099
55.0,0.0,10,0.442972582701
65.0,0.0,10,0.571320085779
35.0,0.0,50,0.0499306947296
45.0,0.0,50,0.202056160577
55.0,0.0,50,0.175379429312
65.0,0.0,50,0.0679385576477
35.0,0.0,100,0.188127061265
45.0,0.0,100,0.206331953419
55.0,0.0,100,0.186318239208
65.0,0.0,100,-0.0094265822833
35.0,0.0,200,0.166140960221
45.0,0.0,200,0.197480800522
55.0,0.0,200,0.119141875891
35.0,0.0,10,0.364547520269
45.0,0.0,10,0.395624264574
55.0,0.0,10,0.414154517463
65.0,0.0,10,0.467622850772
35.0,0.0,50,0.271771125632
45.0,0.0,50,0.233877698209
55.0,0.0,50,0.143503892072
65.0,0.0,50,0.0835418751259
35.0,0.0,100,0.237726732743
45.0,0.0,100,0.211591194195
55.0,0.0,100,0.188460745314
65.0,0.0,100,-0.268094478523
35.0,0.0,200,0.229019315467
45.0,0.0,200,0.195044643679
55.0,0.0,200,0.17882624637
65.0,0.0,200,0.46023761456
35.0,25.0,10,0.840885334311
45.0,25.0,10,0.818622319416
55.0,25.0,10,0.828880395141
65.0,25.0,10,0.728697470123
35.0,25.0,50,0.531652429645
45.0,25.0,50,0.640069030502
55.0,25.0,50,0.579098513158
65.0,25.0,50,0.182455331801
35.0,25.0,100,0.547755871755
45.0,25.0,100,0.555490591335
55.0,25.0,100,0.56673262717
65.0,25.0,100,0.423278800705
35.0,25.0,200,0.510883843708
45.0,25.0,200,0.5594006078
55.0,25.0,200,0.576786951551
65.0,25.0,200,0.522152520871
35.0,25.0,10,0.213046794317
45.0,25.0,10,0.315458539061
55.0,25.0,10,0.334834794088
65.0,25.0,10,0.206318450518
35.0,25.0,50,-0.0384209690079
45.0,25.0,50,0.214780702884
55.0,25.0,50,0.214954122905
65.0,25.0,50,0.330073488157
35.0,25.0,100,0.0801774863742
45.0,25.0,100,0.153317277923
55.0,25.0,100,0.139386295769
65.0,25.0,100,0.113702983705
35.0,25.0,200,0.0490314559345
45.0,25.0,200,0.197395887241
55.0,25.0,200,0.156304409243
65.0,25.0,200,0.0500092835676
35.0,25.0,10,0.282611543086
45.0,25.0,10,0.388936565114
55.0,25.0,10,0.321632457774
65.0,25.0,10,0.182516771783
35.0,25.0,50,0.0604980114635
45.0,25.0,50,0.201679749731
55.0,25.0,50,0.200089010314
65.0,25.0,50,0.162988410189
35.0,25.0,100,0.0626346354395
45.0,25.0,100,0.210703379816
55.0,25.0,100,0.203234198221
65.0,25.0,100,0.0513916461667
35.0,25.0,200,0.169177971985
45.0,25.0,200,0.300443978742
55.0,25.0,200,0.238230226259
65.0,25.0,200,-0.162712873041
35.0,25.0,10,0.834854601329
45.0,25.0,10,0.823242873089
55.0,25.0,10,0.822021887926
65.0,25.0,10,0.454199711502
35.0,25.0,50,0.512927159743
45.0,25.0,50,0.640702623077
55.0,25.0,50,0.575905881836
65.0,25.0,50,0.453465402101
35.0,25.0,100,0.570418252234
45.0,25.0,100,0.547936662953
55.0,25.0,100,0.520271515629
65.0,25.0,100,0.178206249376
35.0,25.0,200,0.569193597521
45.0,25.0,200,0.604671800316
55.0,25.0,200,0.517255026703
65.0,25.0,200,0.187970384432
35.0,50.0,10,0.346192489116
45.0,50.0,10,0.375336970714
55.0,50.0,10,0.342509239255
65.0,50.0,10,0.391139721343
35.0,50.0,50,0.269693724711
45.0,50.0,50,0.242821495313
55.0,50.0,50,0.191778383928
65.0,50.0,50,0.158788286074
35.0,50.0,100,0.116252847099
45.0,50.0,100,0.182160916384
55.0,50.0,100,0.231270859686
65.0,50.0,100,0.220111119888
35.0,50.0,200,0.430267149624
45.0,50.0,200,0.121553876515
55.0,50.0,200,0.234006664196
65.0,50.0,200,0.0758872711253
35.0,50.0,10,0.434506326955
45.0,50.0,10,0.342196937504
55.0,50.0,10,0.380120556396
65.0,50.0,10,0.545096205612
35.0,50.0,50,0.0713295278412
45.0,50.0,50,0.103814922504
55.0,50.0,50,0.240728057444
65.0,50.0,50,0.404158486247
35.0,50.0,100,0.0339884756829
45.0,50.0,100,0.123600722067
55.0,50.0,100,0.190787764292
65.0,50.0,100,0.257196376694
35.0,50.0,200,0.0590924226687
45.0,50.0,200,0.149957828489
55.0,50.0,200,0.238132051079
65.0,50.0,200,0.335021346024
35.0,25.0,10,0.739030110724
45.0,25.0,10,0.722053050308
55.0,25.0,10,0.697127807691
65.0,25.0,10,0.476250864569
35.0,25.0,50,0.409624438016
45.0,25.0,50,0.566761244383
55.0,25.0,50,0.469343483684
65.0,25.0,50,0.591565080423
35.0,25.0,100,0.465004262317
45.0,25.0,100,0.542997894778
55.0,25.0,100,0.506031278499
65.0,25.0,100,0.668640032069
35.0,25.0,200,0.441774378237
45.0,25.0,200,0.597974326408
55.0,25.0,200,0.546932634311
65.0,25.0,200,0.650578901144
35.0,25.0,10,0.196884029696
45.0,25.0,10,0.359624178532
55.0,25.0,10,0.265662116845
65.0,25.0,10,0.113765367953
35.0,25.0,50,0.195052773949
45.0,25.0,50,0.229651976331
55.0,25.0,50,0.250707211699
65.0,25.0,50,0.116806009232
35.0,25.0,100,0.200702135711
45.0,25.0,100,0.186261654319
55.0,25.0,100,0.175596882878
65.0,25.0,100,0.0950336944402
35.0,25.0,200,0.132601508633
45.0,25.0,200,0.214287436763
55.0,25.0,200,0.219179145417
65.0,25.0,200,0.28036052977
35.0,50.0,10,0.718091195114
45.0,50.0,10,0.801585990192
55.0,50.0,10,0.73765422838
65.0,50.0,10,0.607892258672
35.0,50.0,50,0.325560665305
45.0,50.0,50,0.491925175416
55.0,50.0,50,0.572160403723
65.0,50.0,50,0.516314758639
35.0,50.0,100,0.685259610784
45.0,50.0,100,0.497630516739
55.0,50.0,100,0.54825101599
65.0,50.0,100,0.355609608958
35.0,50.0,200,0.386559203132
45.0,50.0,200,0.468043818698
55.0,50.0,200,0.510944379959
65.0,50.0,200,0.484249806277
35.0,50.0,10,0.0914327729587
45.0,50.0,10,0.33259642951
55.0,50.0,10,0.301262341766
65.0,50.0,10,0.401829209535
35.0,50.0,50,0.0980384642981
45.0,50.0,50,0.163482036488
55.0,50.0,50,0.176980407061
65.0,50.0,50,0.19567338715
35.0,50.0,100,0.109973355024
45.0,50.0,100,0.191773571829
55.0,50.0,100,0.173048909515
65.0,50.0,100,0.163112666445
35.0,50.0,200,0.0490888680917
45.0,50.0,200,0.195870259204
55.0,50.0,200,0.15430977811
65.0,50.0,200,0.160171570205
35.0,25.0,10,0.23593435265
45.0,25.0,10,0.259880228031
55.0,25.0,10,0.266308277011
65.0,25.0,10,0.262697110575
35.0,25.0,50,0.14759065827
45.0,25.0,50,0.151869534739
55.0,25.0,50,0.180774502452
65.0,25.0,50,-0.028944014189
35.0,25.0,100,0.136559300129
45.0,25.0,100,0.133672053609
55.0,25.0,100,0.164119980541
65.0,25.0,100,0.0278619946497
35.0,25.0,200,0.237145907976
45.0,25.0,200,0.176718896826
55.0,25.0,200,0.194456775887
65.0,25.0,200,0.195911619348
35.0,25.0,10,0.223751705095
45.0,25.0,10,0.354612650643
55.0,25.0,10,0.274880061529
65.0,25.0,10,0.357096610073
35.0,25.0,50,0.257745502364
45.0,25.0,50,0.288411827352
55.0,25.0,50,0.279525845809
65.0,25.0,50,0.0872513158143
35.0,25.0,100,0.172563529894
45.0,25.0,100,0.229994193123
55.0,25.0,100,0.193130878717
65.0,25.0,100,0.154593445633
35.0,25.0,200,0.150490261585
45.0,25.0,200,0.178932348766
55.0,25.0,200,0.174336229807
65.0,25.0,200,0.232106469733
35.0,50.0,10,0.19212412554
45.0,50.0,10,0.315632832451
55.0,50.0,10,0.242958162066
65.0,50.0,10,0.13199569093
35.0,50.0,50,0.237214003848
45.0,50.0,50,0.165731290042
55.0,50.0,50,0.196827958093
65.0,50.0,50,0.271778425365
35.0,50.0,100,0.096599004889
45.0,50.0,100,0.11946353152
55.0,50.0,100,0.224295054219
65.0,50.0,100,0.00618352055736
35.0,50.0,200,-0.0981718471966
45.0,50.0,200,0.148995130219
55.0,50.0,200,0.153771140802
65.0,50.0,200,0.266477310424
35.0,50.0,10,0.383676894521
45.0,50.0,10,0.181694687016
55.0,50.0,10,0.147826096104
65.0,50.0,10,0.161955526929
35.0,50.0,50,0.171642490538
45.0,50.0,50,0.171291728341
55.0,50.0,50,0.15757863111
65.0,50.0,50,-0.0728413310581
35.0,50.0,100,0.270226572997
45.0,50.0,100,0.108513673946
55.0,50.0,100,0.107181681042
65.0,50.0,100,-0.00528507197479
35.0,50.0,200,0.129123619163
45.0,50.0,200,0.175702516898
55.0,50.0,200,0.13126619807
65.0,50.0,200,0.0400948702148
35.0,25.0,10,0.237412371194
45.0,25.0,10,0.330908113477
55.0,25.0,10,0.354751565469
65.0,25.0,10,0.252398896418
35.0,25.0,50,0.137532430087
45.0,25.0,50,0.185466042997
55.0,25.0,50,0.192078325642
65.0,25.0,50,0.136892956668
35.0,25.0,100,0.165749981904
45.0,25.0,100,0.188354324875
55.0,25.0,100,0.174165858601
65.0,25.0,100,0.253617878409
35.0,25.0,200,0.0547860128806
45.0,25.0,200,0.078292886986
55.0,25.0,200,0.162551459247
65.0,25.0,200,0.0873159160137
35.0,25.0,10,0.871698742095
45.0,25.0,10,0.83931240926
55.0,25.0,10,0.766413530855
65.0,25.0,10,0.639742497497
35.0,25.0,50,0.433287660301
45.0,25.0,50,0.604073481932
55.0,25.0,50,0.563280892891
65.0,25.0,50,-0.0826686133049
35.0,25.0,100,0.553543252002
45.0,25.0,100,0.500736626151
55.0,25.0,100,0.52977660735
65.0,25.0,100,0.397918956993
35.0,25.0,200,0.506827490887
45.0,25.0,200,0.592952983668
55.0,25.0,200,0.593785156047
65.0,25.0,200,0.744097702481
35.0,50.0,10,0.79159405119
45.0,50.0,10,0.795366132994
55.0,50.0,10,0.827639638977
65.0,50.0,10,0.805833513126
35.0,50.0,50,0.354292607695
45.0,50.0,50,0.62514930093
55.0,50.0,50,0.614188707746
65.0,50.0,50,0.675230339622
35.0,50.0,100,0.495694911105
45.0,50.0,100,0.637869427039
55.0,50.0,100,0.571128613059
65.0,50.0,100,0.563592151607
35.0,50.0,200,0.241772082762
45.0,50.0,200,0.542603571522
55.0,50.0,200,0.523661835923
65.0,50.0,200,0.447426370548
35.0,50.0,10,0.202259688455
45.0,50.0,10,0.406485300711
55.0,50.0,10,0.364014188016
65.0,50.0,10,0.209942556702
35.0,50.0,50,0.0767648170476
45.0,50.0,50,0.213167360175
55.0,50.0,50,0.219091348805
65.0,50.0,50,0.1941084677
35.0,50.0,100,0.108375924607
45.0,50.0,100,0.19397550045
55.0,50.0,100,0.221087144264
65.0,50.0,100,0.218230266771
35.0,50.0,200,0.201522496062
45.0,50.0,200,0.175597510508
55.0,50.0,200,0.167088538481
65.0,50.0,200,0.0178368141834
35.0,50.0,10,0.359829086125
45.0,50.0,10,0.300293334034
55.0,50.0,10,0.237436612554
65.0,50.0,10,0.333123118458
35.0,50.0,50,0.15189001764
45.0,50.0,50,0.181706972086
55.0,50.0,50,0.205317578556
65.0,50.0,50,0.244072117122
35.0,50.0,100,-0.0151642127134
45.0,50.0,100,0.146835394719
55.0,50.0,100,0.15393689948
65.0,50.0,100,0.246869103157
35.0,50.0,200,0.0548866820004
45.0,50.0,200,0.188457265873
55.0,50.0,200,0.153101776908
65.0,50.0,200,0.16234843492
35.0,50.0,10,0.35811051397
45.0,50.0,10,0.0984420886107
55.0,50.0,10,0.187700637878
65.0,50.0,10,0.324090433275
35.0,50.0,50,-0.256065015774
45.0,50.0,50,0.039871266024
55.0,50.0,50,0.09897552415
65.0,50.0,50,0.169217743386
35.0,50.0,100,0.0677772404834
45.0,50.0,100,0.0424613888953
55.0,50.0,100,0.146212589822
65.0,50.0,100,0.143869879324
35.0,50.0,200,0.128941258559
45.0,50.0,200,0.116371739398
55.0,50.0,200,0.125719810467
65.0,50.0,200,-0.11741967736
35.0,75.0,10,0.0208311899454
45.0,75.0,10,0.139462585721
55.0,75.0,10,0.0870728399295
65.0,75.0,10,0.171957776081
35.0,75.0,50,-0.0158325464453
45.0,75.0,50,0.116580475167
55.0,75.0,50,0.0430120510839
65.0,75.0,50,0.135681551486
35.0,75.0,100,-0.188607335355
45.0,75.0,100,0.0774823912861
55.0,75.0,100,0.0257353752893
65.0,75.0,100,0.0875036896951
35.0,75.0,200,-0.0526859473974
45.0,75.0,200,-0.0406673002628
55.0,75.0,200,0.0233922317174
65.0,75.0,200,0.090657960385
35.0,75.0,10,-0.0708918147946
45.0,75.0,10,0.200521550742
55.0,75.0,10,0.19013481713
65.0,75.0,10,0.174544347094
35.0,75.0,50,0.0851577302227
45.0,75.0,50,0.145966606226
55.0,75.0,50,0.0989097405095
65.0,75.0,50,0.276520744961
35.0,75.0,100,-0.0303426193178
45.0,75.0,100,0.0761135077185
55.0,75.0,100,0.130823690956
65.0,75.0,100,0.249443959891
35.0,75.0,200,0.173993999063
45.0,75.0,200,0.131510247579
55.0,75.0,200,0.0558202478249
65.0,75.0,200,0.192689226299
35.0,50.0,10,0.62629596186
45.0,50.0,10,0.578956963065
55.0,50.0,10,0.587379309789
65.0,50.0,10,0.481235601187
35.0,50.0,50,0.480799115835
45.0,50.0,50,0.490470947835
55.0,50.0,50,0.463601314522
65.0,50.0,50,0.371297329815
35.0,50.0,100,0.5516163063
45.0,50.0,100,0.500203030676
55.0,50.0,100,0.48737240647
65.0,50.0,100,0.351226787688
35.0,50.0,200,0.531338944589
45.0,50.0,200,0.470914278386
55.0,50.0,200,0.480987688883
65.0,50.0,200,0.388669142929
35.0,50.0,10,0.781121451694
45.0,50.0,10,0.779429597235
55.0,50.0,10,0.792152917217
65.0,50.0,10,0.665057510309
35.0,50.0,50,0.637618331682
45.0,50.0,50,0.592577003911
55.0,50.0,50,0.566339641154
65.0,50.0,50,0.426645616514
35.0,50.0,100,0.505307707383
45.0,50.0,100,0.575186740064
55.0,50.0,100,0.609449897362
65.0,50.0,100,0.48590781668
35.0,50.0,200,0.567939050878
45.0,50.0,200,0.498763529903
55.0,50.0,200,0.566468258848
65.0,50.0,200,0.387591497798
35.0,75.0,10,0.313208658617
45.0,75.0,10,0.236258093156
55.0,75.0,10,0.293654148642
65.0,75.0,10,0.329198299251
35.0,75.0,50,0.0513367858726
45.0,75.0,50,0.100803182416
55.0,75.0,50,0.215726834191
65.0,75.0,50,0.158541750686
35.0,75.0,100,0.0984783628847
45.0,75.0,100,0.145366796675
55.0,75.0,100,0.179227738278
65.0,75.0,100,0.242040411542
35.0,75.0,200,0.217954146134
45.0,75.0,200,0.0460757153599
55.0,75.0,200,0.233334876852
65.0,75.0,200,0.0132302345581
35.0,75.0,10,0.201835014214
45.0,75.0,10,0.186938504458
55.0,75.0,10,0.187789320629
65.0,75.0,10,0.133505813068
35.0,75.0,50,-0.094876610684
45.0,75.0,50,0.202316879716
55.0,75.0,50,0.0742391341344
65.0,75.0,50,0.251978092872
35.0,75.0,100,-0.0937612103432
45.0,75.0,100,0.069200925001
55.0,75.0,100,0.100040144847
65.0,75.0,100,0.138470587964
35.0,75.0,200,-0.137832699033
45.0,75.0,200,0.155180233409
55.0,75.0,200,0.0952334146601
65.0,75.0,200,0.018179288918
35.0,25.0,10,0.377330989609
45.0,25.0,10,0.284075526463
55.0,25.0,10,0.26947546123
65.0,25.0,10,0.192741032677
35.0,25.0,50,0.205995486598
45.0,25.0,50,0.209721065081
55.0,25.0,50,0.150370862705
65.0,25.0,50,0.261374086319
35.0,25.0,100,0.21305548282
45.0,25.0,100,0.203673589196
55.0,25.0,100,0.192812631565
65.0,25.0,100,0.307566416007
35.0,25.0,200,0.057361548749
45.0,25.0,200,0.120549565644
55.0,25.0,200,0.187896349961
65.0,25.0,200,0.0795897515586
35.0,25.0,10,0.857555606218
45.0,25.0,10,0.842945537956
55.0,25.0,10,0.811158540786
65.0,25.0,10,0.913039999407
35.0,25.0,50,0.640262739265
45.0,25.0,50,0.602109206812
55.0,25.0,50,0.605995215921
65.0,25.0,50,0.353123134936
35.0,25.0,100,0.487494149425
45.0,25.0,100,0.536363231645
55.0,25.0,100,0.56426297211
65.0,25.0,100,0.385668848782
35.0,25.0,200,0.538689235457
45.0,25.0,200,0.590584414176
55.0,25.0,200,0.561181151379
65.0,25.0,200,0.293762922123
35.0,50.0,10,0.309744766368
45.0,50.0,10,0.318286851609
55.0,50.0,10,0.340924677329
65.0,50.0,10,0.421535735527
35.0,50.0,50,0.124966640264
45.0,50.0,50,0.15999388184
55.0,50.0,50,0.219536745021
65.0,50.0,50,0.201578028842
35.0,50.0,100,0.171502608184
45.0,50.0,100,0.211531833948
55.0,50.0,100,0.220402292807
65.0,50.0,100,0.320563033185
35.0,50.0,200,0.162344688592
45.0,50.0,200,0.282120749648
55.0,50.0,200,0.260804973447
65.0,50.0,200,0.211457709049
